Date,Description,Description - cleaned,Category,Money in,Money Out,Balance
09/10/2023,CARD PAYMENT TO DELIVEROO,Deliveroo,Food & Drink,,25.24,"10,265.44"
10/10/2023,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,32,"10,233.44"
10/10/2023,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,57.5,"10,175.94"
11/10/2023,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,33.25,"10,142.69"
13/10/2023,CARD PAYMENT TO UBER,Uber,Transport,,21.93,"10,120.76"
14/10/2023,CARD PAYMENT TO LIDL,Lidl,Groceries,,19.44,"10,101.32"
14/10/2023,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,5.85,"10,095.47"
15/10/2023,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,39.12,"10,056.35"
15/10/2023,CARD PAYMENT TO DELIVEROO,Deliveroo,Food & Drink,,8.5,"10,047.85"
16/10/2023,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,42.3,"10,005.55"
16/10/2023,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,40.06,"9,965.49"
16/10/2023,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,26.81,"9,938.68"
17/10/2023,CARD PAYMENT TO SAINSBURYS,Sainsburys,Groceries,,53.43,"9,885.25"
18/10/2023,CARD PAYMENT TO APPLE,Apple,Subscriptions,,10.96,"9,874.29"
18/10/2023,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,58.82,"9,815.47"
20/10/2023,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,11.14,"9,804.33"
21/10/2023,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,37.54,"9,766.79"
21/10/2023,CARD PAYMENT TO ASDA,Asda,Groceries,,35.69,"9,731.10"
25/10/2023,CARD PAYMENT TO STEAM,Steam,Recreation,,55.03,"9,676.07"
26/10/2023,CARD PAYMENT TO AMAZON,Amazon,Shopping,,80.49,"9,595.58"
26/10/2023,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,10.04,"9,585.54"
28/10/2023,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,5.81,"9,579.73"
28/10/2023,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,24.78,"9,554.95"
29/10/2023,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,76.13,"9,478.82"
30/10/2023,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,12.88,"9,465.94"
31/10/2023,CARD PAYMENT TO APPLE,Apple,Subscriptions,,6.07,"9,459.87"
01/11/2023,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2422.37,,"11,882.24"
01/11/2023,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,17.74,"11,864.50"
01/11/2023,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,17.41,"11,847.09"
02/11/2023,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"10,997.09"
02/11/2023,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,133.09,"10,864.00"
03/11/2023,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,26.48,"10,837.52"
05/11/2023,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,89.22,"10,748.30"
05/11/2023,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,29.23,"10,719.07"
06/11/2023,CARD PAYMENT TO UBER EATS,Uber Eats,Food & Drink,,26.41,"10,692.66"
06/11/2023,CARD PAYMENT TO APPLE,Apple,Subscriptions,,2.13,"10,690.53"
07/11/2023,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,89.93,"10,600.60"
07/11/2023,CARD PAYMENT TO STEAM,Steam,Recreation,,56.82,"10,543.78"
07/11/2023,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,18.94,"10,524.84"
08/11/2023,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,16.07,"10,508.77"
09/11/2023,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,57.39,"10,451.38"
09/11/2023,CARD PAYMENT TO APPLE,Apple,Subscriptions,,13.79,"10,437.59"
09/11/2023,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,159.67,"10,277.92"
11/11/2023,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,13.32,"10,264.60"
12/11/2023,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,129.71,"10,134.89"
14/11/2023,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,2.05,"10,132.84"
15/11/2023,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,38.79,"10,094.05"
17/11/2023,CARD PAYMENT TO BP,BP,Transport,,52.04,"10,042.01"
18/11/2023,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,93.93,"9,948.08"
18/11/2023,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,12.81,"9,935.27"
19/11/2023,CARD PAYMENT TO STEAM,Steam,Recreation,,14.22,"9,921.05"
19/11/2023,CARD PAYMENT TO CURRYS,Currys,Shopping,,79.93,"9,841.12"
20/11/2023,CARD PAYMENT TO SHELL,Shell,Transport,,57.3,"9,783.82"
21/11/2023,CARD PAYMENT TO PRET,Pret,Food & Drink,,8.35,"9,775.47"
22/11/2023,CARD PAYMENT TO ALDI,Aldi,Groceries,,43.23,"9,732.24"
23/11/2023,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,48.11,"9,684.13"
23/11/2023,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,10.28,"9,673.85"
24/11/2023,CARD PAYMENT TO APPLE,Apple,Subscriptions,,3.9,"9,669.95"
24/11/2023,CARD PAYMENT TO BP,BP,Transport,,57.19,"9,612.76"
24/11/2023,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,47.32,"9,565.44"
25/11/2023,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,43.54,"9,521.90"
25/11/2023,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,45.79,"9,476.11"
26/11/2023,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,44.51,"9,431.60"
27/11/2023,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,63.64,"9,367.96"
29/11/2023,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,38.31,"9,329.65"
29/11/2023,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,2.17,"9,327.48"
29/11/2023,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,48.85,"9,278.63"
30/11/2023,CARD PAYMENT TO UBER,Uber,Transport,,44.84,"9,233.79"
30/11/2023,CARD PAYMENT TO STEAM,Steam,Recreation,,14.76,"9,219.03"
01/12/2023,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2423.5,,"11,642.53"
01/12/2023,CARD PAYMENT TO UBER,Uber,Transport,,55.23,"11,587.30"
02/12/2023,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"10,737.30"
03/12/2023,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,42.76,"10,694.54"
03/12/2023,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,43.56,"10,650.98"
03/12/2023,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,6.85,"10,644.13"
03/12/2023,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,12.64,"10,631.49"
04/12/2023,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,36.77,"10,594.72"
04/12/2023,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,38.4,"10,556.32"
04/12/2023,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,4.19,"10,552.13"
05/12/2023,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,59.94,"10,492.19"
05/12/2023,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,61.68,"10,430.51"
05/12/2023,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,51.48,"10,379.03"
06/12/2023,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,162.29,"10,216.74"
07/12/2023,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,76.58,"10,140.16"
07/12/2023,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,43.39,"10,096.77"
07/12/2023,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,5.02,"10,091.75"
07/12/2023,CARD PAYMENT TO SAINSBURYS,Sainsburys,Groceries,,18.44,"10,073.31"
08/12/2023,CARD PAYMENT TO STEAM,Steam,Recreation,,45.3,"10,028.01"
08/12/2023,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,79.71,"9,948.30"
08/12/2023,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,9.06,"9,939.24"
09/12/2023,CARD PAYMENT TO APPLE,Apple,Subscriptions,,3.8,"9,935.44"
09/12/2023,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,20.73,"9,914.71"
09/12/2023,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,17.39,"9,897.32"
14/12/2023,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,34.77,"9,862.55"
15/12/2023,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,3.7,"9,858.85"
15/12/2023,CARD PAYMENT TO PRET,Pret,Food & Drink,,13.09,"9,845.76"
15/12/2023,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,11.74,"9,834.02"
18/12/2023,CARD PAYMENT TO APPLE,Apple,Subscriptions,,12.05,"9,821.97"
18/12/2023,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,42.9,"9,779.07"
18/12/2023,CARD PAYMENT TO AMAZON,Amazon,Shopping,,123.27,"9,655.80"
19/12/2023,CARD PAYMENT TO CURRYS,Currys,Shopping,,49.88,"9,605.92"
19/12/2023,CARD PAYMENT TO ASDA,Asda,Groceries,,24.13,"9,581.79"
19/12/2023,CARD PAYMENT TO ASDA,Asda,Groceries,,12.03,"9,569.76"
20/12/2023,CARD PAYMENT TO PRET,Pret,Food & Drink,,9.89,"9,559.87"
20/12/2023,CARD PAYMENT TO UBER,Uber,Transport,,12.64,"9,547.23"
20/12/2023,CARD PAYMENT TO BP,BP,Transport,,28.2,"9,519.03"
21/12/2023,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,47.63,"9,471.40"
21/12/2023,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,18.43,"9,452.97"
21/12/2023,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,74.22,"9,378.75"
22/12/2023,CARD PAYMENT TO AMAZON,Amazon,Shopping,,152.29,"9,226.46"
23/12/2023,CARD PAYMENT TO APPLE,Apple,Subscriptions,,16.17,"9,210.29"
24/12/2023,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,40.02,"9,170.27"
24/12/2023,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,14.41,"9,155.86"
24/12/2023,CARD PAYMENT TO CURRYS,Currys,Shopping,,86.63,"9,069.23"
25/12/2023,CARD PAYMENT TO COSTA COFFEE,Costa Coffee,Food & Drink,,16.86,"9,052.37"
25/12/2023,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,12.36,"9,040.01"
25/12/2023,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,28.73,"9,011.28"
27/12/2023,CARD PAYMENT TO APPLE,Apple,Subscriptions,,3.27,"9,008.01"
27/12/2023,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,4.38,"9,003.63"
28/12/2023,CARD PAYMENT TO STEAM,Steam,Recreation,,36.15,"8,967.48"
29/12/2023,CARD PAYMENT TO LIDL,Lidl,Groceries,,12.36,"8,955.12"
01/01/2024,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2604.26,,"11,559.38"
01/01/2024,CARD PAYMENT TO PRET,Pret,Food & Drink,,20.84,"11,538.54"
01/01/2024,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,22.74,"11,515.80"
02/01/2024,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"10,665.80"
03/01/2024,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,26.14,"10,639.66"
03/01/2024,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,42.93,"10,596.73"
03/01/2024,CARD PAYMENT TO TESCO,Tesco,Groceries,,31.73,"10,565.00"
03/01/2024,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,39.36,"10,525.64"
04/01/2024,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,7.46,"10,518.18"
04/01/2024,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,13.33,"10,504.85"
05/01/2024,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,86.01,"10,418.84"
06/01/2024,CARD PAYMENT TO TESCO,Tesco,Groceries,,30.51,"10,388.33"
06/01/2024,CARD PAYMENT TO SAINSBURYS,Sainsburys,Groceries,,45.38,"10,342.95"
07/01/2024,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,73.43,"10,269.52"
07/01/2024,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,50.66,"10,218.86"
07/01/2024,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,147.77,"10,071.09"
09/01/2024,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,13.59,"10,057.50"
11/01/2024,CARD PAYMENT TO SAINSBURYS,Sainsburys,Groceries,,35.42,"10,022.08"
12/01/2024,CARD PAYMENT TO UBER,Uber,Transport,,51.79,"9,970.29"
13/01/2024,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,23.78,"9,946.51"
14/01/2024,CARD PAYMENT TO APPLE,Apple,Subscriptions,,2.35,"9,944.16"
15/01/2024,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,36.62,"9,907.54"
16/01/2024,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,15.76,"9,891.78"
16/01/2024,CARD PAYMENT TO BP,BP,Transport,,23.33,"9,868.45"
17/01/2024,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,8.45,"9,860.00"
17/01/2024,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,70.92,"9,789.08"
18/01/2024,CARD PAYMENT TO ALDI,Aldi,Groceries,,30.78,"9,758.30"
19/01/2024,CARD PAYMENT TO SHELL,Shell,Transport,,35.47,"9,722.83"
19/01/2024,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,53.2,"9,669.63"
19/01/2024,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,30.86,"9,638.77"
20/01/2024,CARD PAYMENT TO PRET,Pret,Food & Drink,,19.81,"9,618.96"
20/01/2024,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,130.09,"9,488.87"
20/01/2024,CARD PAYMENT TO SAINSBURYS,Sainsburys,Groceries,,24.42,"9,464.45"
21/01/2024,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,9.01,"9,455.44"
23/01/2024,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,16.13,"9,439.31"
24/01/2024,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,67.76,"9,371.55"
24/01/2024,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,14.32,"9,357.23"
24/01/2024,CARD PAYMENT TO DELIVEROO,Deliveroo,Food & Drink,,16.04,"9,341.19"
25/01/2024,CARD PAYMENT TO BP,BP,Transport,,39.5,"9,301.69"
27/01/2024,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,5.76,"9,295.93"
27/01/2024,CARD PAYMENT TO TESCO,Tesco,Groceries,,28.45,"9,267.48"
28/01/2024,CARD PAYMENT TO CURRYS,Currys,Shopping,,43.83,"9,223.65"
31/01/2024,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,57.05,"9,166.60"
31/01/2024,CARD PAYMENT TO UBER EATS,Uber Eats,Food & Drink,,9.05,"9,157.55"
01/02/2024,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2503.13,,"11,660.68"
01/02/2024,CARD PAYMENT TO AMAZON,Amazon,Shopping,,142.07,"11,518.61"
02/02/2024,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"10,668.61"
02/02/2024,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,44.32,"10,624.29"
03/02/2024,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,32.29,"10,592.00"
04/02/2024,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,17.59,"10,574.41"
05/02/2024,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,82.65,"10,491.76"
07/02/2024,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,69.09,"10,422.67"
07/02/2024,CARD PAYMENT TO CURRYS,Currys,Shopping,,135.18,"10,287.49"
08/02/2024,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,4.47,"10,283.02"
08/02/2024,CARD PAYMENT TO IKEA,Ikea,Shopping,,150.16,"10,132.86"
10/02/2024,CARD PAYMENT TO APPLE,Apple,Subscriptions,,14.31,"10,118.55"
12/02/2024,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,6.59,"10,111.96"
13/02/2024,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,13.06,"10,098.90"
14/02/2024,CARD PAYMENT TO CURRYS,Currys,Shopping,,40.02,"10,058.88"
14/02/2024,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,28.28,"10,030.60"
15/02/2024,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,73.88,"9,956.72"
15/02/2024,CARD PAYMENT TO AMAZON,Amazon,Shopping,,88.03,"9,868.69"
19/02/2024,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,177.02,"9,691.67"
19/02/2024,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,7.77,"9,683.90"
23/02/2024,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,73.15,"9,610.75"
24/02/2024,CARD PAYMENT TO IKEA,Ikea,Shopping,,16.3,"9,594.45"
24/02/2024,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,40.52,"9,553.93"
25/02/2024,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,58.63,"9,495.30"
26/02/2024,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,142.94,"9,352.36"
26/02/2024,CARD PAYMENT TO STEAM,Steam,Recreation,,11.85,"9,340.51"
26/02/2024,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,134.64,"9,205.87"
28/02/2024,CARD PAYMENT TO SHELL,Shell,Transport,,34.61,"9,171.26"
28/02/2024,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,27.04,"9,144.22"
29/02/2024,CARD PAYMENT TO TESCO,Tesco,Groceries,,58.75,"9,085.47"
01/03/2024,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2615.97,,"11,701.44"
01/03/2024,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,45.78,"11,655.66"
02/03/2024,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"10,805.66"
03/03/2024,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,29.2,"10,776.46"
03/03/2024,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,35.37,"10,741.09"
03/03/2024,CARD PAYMENT TO COSTA COFFEE,Costa Coffee,Food & Drink,,23.43,"10,717.66"
05/03/2024,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,45.86,"10,671.80"
06/03/2024,CARD PAYMENT TO CURRYS,Currys,Shopping,,147.89,"10,523.91"
07/03/2024,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,87.6,"10,436.31"
07/03/2024,CARD PAYMENT TO IKEA,Ikea,Shopping,,61.95,"10,374.36"
08/03/2024,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,26.31,"10,348.05"
09/03/2024,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,31.17,"10,316.88"
10/03/2024,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,25.53,"10,291.35"
10/03/2024,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,48.58,"10,242.77"
10/03/2024,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,7.91,"10,234.86"
12/03/2024,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,34.94,"10,199.92"
12/03/2024,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,61.34,"10,138.58"
12/03/2024,CARD PAYMENT TO APPLE,Apple,Subscriptions,,15.18,"10,123.40"
14/03/2024,CARD PAYMENT TO APPLE,Apple,Subscriptions,,4.07,"10,119.33"
16/03/2024,CARD PAYMENT TO APPLE,Apple,Subscriptions,,2.52,"10,116.81"
18/03/2024,CARD PAYMENT TO UBER EATS,Uber Eats,Food & Drink,,26.01,"10,090.80"
18/03/2024,CARD PAYMENT TO COSTA COFFEE,Costa Coffee,Food & Drink,,12.98,"10,077.82"
19/03/2024,CARD PAYMENT TO LIDL,Lidl,Groceries,,16.74,"10,061.08"
19/03/2024,CARD PAYMENT TO IKEA,Ikea,Shopping,,178.52,"9,882.56"
20/03/2024,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,11.4,"9,871.16"
20/03/2024,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,40.27,"9,830.89"
21/03/2024,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,58.68,"9,772.21"
21/03/2024,CARD PAYMENT TO BP,BP,Transport,,50.59,"9,721.62"
21/03/2024,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,3.96,"9,717.66"
22/03/2024,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,4.21,"9,713.45"
22/03/2024,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,11.05,"9,702.40"
23/03/2024,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,70.07,"9,632.33"
24/03/2024,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,33.64,"9,598.69"
25/03/2024,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,15.86,"9,582.83"
25/03/2024,CARD PAYMENT TO AMAZON,Amazon,Shopping,,146.97,"9,435.86"
26/03/2024,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,74.01,"9,361.85"
26/03/2024,CARD PAYMENT TO AMAZON,Amazon,Shopping,,173.08,"9,188.77"
26/03/2024,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,12.33,"9,176.44"
27/03/2024,CARD PAYMENT TO LIDL,Lidl,Groceries,,43.92,"9,132.52"
28/03/2024,CARD PAYMENT TO DELIVEROO,Deliveroo,Food & Drink,,18.1,"9,114.42"
31/03/2024,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,3.92,"9,110.50"
01/04/2024,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2774.47,,"11,884.97"
01/04/2024,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,52.85,"11,832.12"
02/04/2024,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"10,982.12"
03/04/2024,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,30.93,"10,951.19"
03/04/2024,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,49.49,"10,901.70"
03/04/2024,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,32.91,"10,868.79"
04/04/2024,CARD PAYMENT TO LIDL,Lidl,Groceries,,26.09,"10,842.70"
04/04/2024,CARD PAYMENT TO STEAM,Steam,Recreation,,15.73,"10,826.97"
04/04/2024,CARD PAYMENT TO UBER EATS,Uber Eats,Food & Drink,,7.54,"10,819.43"
05/04/2024,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,37.79,"10,781.64"
06/04/2024,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,43.93,"10,737.71"
07/04/2024,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,68.01,"10,669.70"
07/04/2024,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,37.1,"10,632.60"
07/04/2024,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,14.94,"10,617.66"
08/04/2024,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,35.48,"10,582.18"
11/04/2024,CARD PAYMENT TO BP,BP,Transport,,33.63,"10,548.55"
12/04/2024,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,4.64,"10,543.91"
12/04/2024,CARD PAYMENT TO APPLE,Apple,Subscriptions,,3.05,"10,540.86"
12/04/2024,CARD PAYMENT TO ALDI,Aldi,Groceries,,44.11,"10,496.75"
17/04/2024,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,30.34,"10,466.41"
19/04/2024,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,29.32,"10,437.09"
20/04/2024,CARD PAYMENT TO UBER,Uber,Transport,,57.99,"10,379.10"
21/04/2024,CARD PAYMENT TO TESCO,Tesco,Groceries,,54.32,"10,324.78"
21/04/2024,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,58.6,"10,266.18"
24/04/2024,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,22.54,"10,243.64"
24/04/2024,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,70.55,"10,173.09"
24/04/2024,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,10.37,"10,162.72"
26/04/2024,CARD PAYMENT TO PRET,Pret,Food & Drink,,21.86,"10,140.86"
26/04/2024,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,30.04,"10,110.82"
27/04/2024,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,56.63,"10,054.19"
27/04/2024,CARD PAYMENT TO IKEA,Ikea,Shopping,,119.8,"9,934.39"
28/04/2024,CARD PAYMENT TO STEAM,Steam,Recreation,,43.11,"9,891.28"
28/04/2024,CARD PAYMENT TO IKEA,Ikea,Shopping,,49.75,"9,841.53"
29/04/2024,CARD PAYMENT TO ASDA,Asda,Groceries,,15.62,"9,825.91"
29/04/2024,CARD PAYMENT TO LIDL,Lidl,Groceries,,35.16,"9,790.75"
01/05/2024,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2669.08,,"12,459.83"
01/05/2024,CARD PAYMENT TO APPLE,Apple,Subscriptions,,10.61,"12,449.22"
01/05/2024,CARD PAYMENT TO UBER EATS,Uber Eats,Food & Drink,,3.84,"12,445.38"
02/05/2024,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"11,595.38"
02/05/2024,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,29.25,"11,566.13"
02/05/2024,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,43.21,"11,522.92"
02/05/2024,CARD PAYMENT TO TESCO,Tesco,Groceries,,34.37,"11,488.55"
03/05/2024,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,56.12,"11,432.43"
03/05/2024,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,46.79,"11,385.64"
